Type,Date,Num,Name,Item,Description,Sales Tax Code,Qty,Amount,Product Category,Rep,PONumber,Memo,QBTxnID
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,Item,S/N : 2250UJRMND4AP,Taxable Sales,1,0,,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,HDD:4TB NAS Toshiba,4TB Toshiba NAS HDD,Non,4,0.00,HDD,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,Item,"S/N : X1C0A0YNFZ1G		
          X1C0A16WFZ1G		
          X1C0A0Y6FZ1G		
          X1C0A0G6FZ1G		
",Taxable Sales,1,0,,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,Synology:1 U Fixed Rail Kit,1U Rail Kit,Non,1,0.00,Synology,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009487,Base Hp (Pvt) Ltd,Item,Warranty 3 Years on NAS unit and Hard Drives,Taxable Sales,1,0,,A,PUR17357,,5E5F-1663819231
Invoice,2022-09-22,AS009488,Triline Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,5E6A-1663820479
Invoice,2022-09-22,AS009488,Triline Solutions (Pvt) Ltd,BDCOM:S1516,BDCOM S1516 16Port Gigabit Switch,Non,1,23000.00,BDCOM,AD,,,5E6A-1663820479
Invoice,2022-09-22,AS009488,Triline Solutions (Pvt) Ltd,Item,S/N : G20003003298,Taxable Sales,1,0,,AD,,,5E6A-1663820479
Invoice,2022-09-22,AS009488,Triline Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,5E6A-1663820479
Invoice,2022-09-22,AS009488,Triline Solutions (Pvt) Ltd,Item,Warranty 2 Years on BDCOM Unit,Taxable Sales,1,0,,AD,,,5E6A-1663820479
Invoice,2022-09-22,AS009489,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E80-1663826298
Invoice,2022-09-22,AS009489,LANKA MOUNT CASTLE (PVT) LTD,Host Email,20GB Storage Capacity with 30 Email Accounts,Non,1,18250.00,,AS,,,5E80-1663826298
Invoice,2022-09-22,AS009489,LANKA MOUNT CASTLE (PVT) LTD,Item,lankamountcastle.net,Taxable Sales,1,0,,AS,,,5E80-1663826298
Invoice,2022-09-22,AS009489,LANKA MOUNT CASTLE (PVT) LTD,Item,01st April 2022 To 30th April 2022,Taxable Sales,1,0,,AS,,,5E80-1663826298
Invoice,2022-09-22,AS009489,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E80-1663826298
Invoice,2022-09-22,AS009489,LANKA MOUNT CASTLE (PVT) LTD,Item,US$ 50 x 365/=,Taxable Sales,1,0,,AS,,,5E80-1663826298
Invoice,2022-09-22,AS009490,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E88-1663826337
Invoice,2022-09-22,AS009490,LANKA MOUNT CASTLE (PVT) LTD,Host Email,20GB Storage Capacity with 30 Email Accounts,Non,1,18250.00,,AS,,,5E88-1663826337
Invoice,2022-09-22,AS009490,LANKA MOUNT CASTLE (PVT) LTD,Item,lankamountcastle.net,Taxable Sales,1,0,,AS,,,5E88-1663826337
Invoice,2022-09-22,AS009490,LANKA MOUNT CASTLE (PVT) LTD,Item,01st May 2022 To 31st  May 2022,Taxable Sales,1,0,,AS,,,5E88-1663826337
Invoice,2022-09-22,AS009490,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E88-1663826337
Invoice,2022-09-22,AS009490,LANKA MOUNT CASTLE (PVT) LTD,Item,US$ 50 x 365/=,Taxable Sales,1,0,,AS,,,5E88-1663826337
Invoice,2022-09-22,AS009491,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E90-1663826380
Invoice,2022-09-22,AS009491,LANKA MOUNT CASTLE (PVT) LTD,Host Email,20GB Storage Capacity with 30 Email Accounts,Non,1,18250.00,,AS,,,5E90-1663826380
Invoice,2022-09-22,AS009491,LANKA MOUNT CASTLE (PVT) LTD,Item,lankamountcastle.net,Taxable Sales,1,0,,AS,,,5E90-1663826380
Invoice,2022-09-22,AS009491,LANKA MOUNT CASTLE (PVT) LTD,Item,01st June  2022 To 30th June 2022,Taxable Sales,1,0,,AS,,,5E90-1663826380
Invoice,2022-09-22,AS009491,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E90-1663826380
Invoice,2022-09-22,AS009491,LANKA MOUNT CASTLE (PVT) LTD,Item,US$ 50 x 365/=,Taxable Sales,1,0,,AS,,,5E90-1663826380
Invoice,2022-09-22,AS009492,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E98-1663826427
Invoice,2022-09-22,AS009492,LANKA MOUNT CASTLE (PVT) LTD,Host Email,20GB Storage Capacity with 30 Email Accounts,Non,1,18250.00,,AS,,,5E98-1663826427
Invoice,2022-09-22,AS009492,LANKA MOUNT CASTLE (PVT) LTD,Item,lankamountcastle.net,Taxable Sales,1,0,,AS,,,5E98-1663826427
Invoice,2022-09-22,AS009492,LANKA MOUNT CASTLE (PVT) LTD,Item,01st July  2022 To 31st July 2022,Taxable Sales,1,0,,AS,,,5E98-1663826427
Invoice,2022-09-22,AS009492,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5E98-1663826427
Invoice,2022-09-22,AS009492,LANKA MOUNT CASTLE (PVT) LTD,Item,US$ 50 x 365/=,Taxable Sales,1,0,,AS,,,5E98-1663826427
Invoice,2022-09-22,AS009493,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5EA0-1663826489
Invoice,2022-09-22,AS009493,LANKA MOUNT CASTLE (PVT) LTD,Host Email,20GB Storage Capacity with 30 Email Accounts,Non,1,18500.00,,AS,,,5EA0-1663826489
Invoice,2022-09-22,AS009493,LANKA MOUNT CASTLE (PVT) LTD,Item,lankamountcastle.net,Taxable Sales,1,0,,AS,,,5EA0-1663826489
Invoice,2022-09-22,AS009493,LANKA MOUNT CASTLE (PVT) LTD,Item,01st August  2022 To 31st  August 2022,Taxable Sales,1,0,,AS,,,5EA0-1663826489
Invoice,2022-09-22,AS009493,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5EA0-1663826489
Invoice,2022-09-22,AS009493,LANKA MOUNT CASTLE (PVT) LTD,Item,US$ 50 x 370/=,Taxable Sales,1,0,,AS,,,5EA0-1663826489
Invoice,2022-09-22,AS009494,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5EA8-1663826577
Invoice,2022-09-22,AS009494,LANKA MOUNT CASTLE (PVT) LTD,Host Email,20GB Storage Capacity with 30 Email Accounts,Non,1,18500.00,,AS,,,5EA8-1663826577
Invoice,2022-09-22,AS009494,LANKA MOUNT CASTLE (PVT) LTD,Item,lankamountcastle.net,Taxable Sales,1,0,,AS,,,5EA8-1663826577
Invoice,2022-09-22,AS009494,LANKA MOUNT CASTLE (PVT) LTD,Item,01st September 2022 To 30th September 2022,Taxable Sales,1,0,,AS,,,5EA8-1663826577
Invoice,2022-09-22,AS009494,LANKA MOUNT CASTLE (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,,,5EA8-1663826577
Invoice,2022-09-22,AS009494,LANKA MOUNT CASTLE (PVT) LTD,Item,US$ 50 x 370/=,Taxable Sales,1,0,,AS,,,5EA8-1663826577
Invoice,2022-09-26,AS009495,SLT VisionCom (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,VC/PO/22/042,,5F98-1664168947
Invoice,2022-09-26,AS009495,SLT VisionCom (Pvt) Ltd,Rental,Rent  Synology RS2416RP+ With  7 X  12TB Exos Ent HDD  ( 50TB Usable Capacity RAID 06 ) - For 1 Month,Non,1,60000.00,,A,VC/PO/22/042,,5F98-1664168947
Invoice,2022-09-26,AS009495,SLT VisionCom (Pvt) Ltd,Item,"S/N : 1661NCN535300
          ZL00DYEP		
          ZL00DJ88		
          ZL00EPRC		
          ZL00DYLM		
          ZL00DX3R		
          ZL00DJ6W		
          ZL00DJ5D		
",Taxable Sales,1,0,,A,VC/PO/22/042,,5F98-1664168947
Invoice,2022-09-26,AS009495,SLT VisionCom (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,VC/PO/22/042,,5F98-1664168947
Invoice,2022-09-26,AS009495,SLT VisionCom (Pvt) Ltd,Item,(Rental From 26th September 2022  to 25th October 2022),Taxable Sales,1,0,,A,VC/PO/22/042,,5F98-1664168947
Invoice,2022-09-26,AS009496,ANVERALLY & SONS (PVT) LTD,Item,Item,Taxable Sales,1,0,,A,23190,,5F9F-1664171138
Invoice,2022-09-26,AS009496,ANVERALLY & SONS (PVT) LTD,HDD:16TB Sea Exos,16 TB Seagate Exos Enterprise Hard Drives,Non,3,529500.00,HDD,A,23190,,5F9F-1664171138
Invoice,2022-09-26,AS009496,ANVERALLY & SONS (PVT) LTD,Item,"S/N : ZL2NQD20	
         ZL2NQCDS	
         ZL2NQE2P	
",Taxable Sales,1,0,,A,23190,,5F9F-1664171138
Invoice,2022-09-26,AS009496,ANVERALLY & SONS (PVT) LTD,Item,Warranty 3 Years on Hard Drives,Taxable Sales,1,0,,A,23190,,5F9F-1664171138
Invoice,2022-09-26,AS009497,Peoples Organization,Item,Item,Taxable Sales,1,0,,A,,,5FAE-1664181799
Invoice,2022-09-26,AS009497,Peoples Organization,HDD:4 TB Standard,4 TB Seagate Barracuda Hard Drive,Non,1,48000.00,HDD,A,,,5FAE-1664181799
Invoice,2022-09-26,AS009497,Peoples Organization,Item,"S/N : ZTT3V7PW		
",Taxable Sales,1,0,,A,,,5FAE-1664181799
Invoice,2022-09-26,AS009497,Peoples Organization,Item,Warranty 2 Years On Hard Drive,Taxable Sales,1,0,,A,,,5FAE-1664181799
Invoice,2022-09-27,AS009498,Studio Lakdam,Item,Item,Taxable Sales,1,0,,AD,,,5FD2-1664276332
Invoice,2022-09-27,AS009498,Studio Lakdam,HDD:14TB ENT SATA,14TB Seagate Exos Hard Drive,Non,1,155000.00,HDD,AD,,,5FD2-1664276332
Invoice,2022-09-27,AS009498,Studio Lakdam,Item,S/N : ZL2BE15G,Taxable Sales,1,0,,AD,,,5FD2-1664276332
Invoice,2022-09-27,AS009498,Studio Lakdam,Item,Item,Taxable Sales,1,0,,AD,,,5FD2-1664276332
Invoice,2022-09-27,AS009498,Studio Lakdam,Item,Warranty 3 Years on Hard Drive,Taxable Sales,1,0,,AD,,,5FD2-1664276332
Invoice,2022-09-28,AS009499,Rapidventure (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,PO00552,,5FD9-1664345582
Invoice,2022-09-28,AS009499,Rapidventure (Pvt) Ltd,Draytek,"Draytek Vigor 2912 Cyren Keys Web Filtering License (1 Year)
S/N 1904V0192101",Non,1,16000.00,,AS,PO00552,,5FD9-1664345582
Invoice,2022-09-28,AS009499,Rapidventure (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,PO00552,,5FD9-1664345582
Invoice,2022-09-28,AS009499,Rapidventure (Pvt) Ltd,Item,Licenses valid from 17th August 2022 to 16th August 2023,Taxable Sales,1,0,,AS,PO00552,,5FD9-1664345582
Invoice,2022-09-28,AS009499,Rapidventure (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,PO00552,,5FD9-1664345582
Invoice,2022-09-28,AS009499,Rapidventure (Pvt) Ltd,Item,Note - License Keys are Attached to this invoice,Taxable Sales,1,0,,AS,PO00552,,5FD9-1664345582
Invoice,2022-09-28,AS009500,Softnet Information (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,5FE1-1664356904
Invoice,2022-09-28,AS009500,Softnet Information (Pvt) Ltd,BDCOM:S1516,BDCOM S1516 16Port Gigabit Switch,Non,1,27000.00,BDCOM,AD,,,5FE1-1664356904
Invoice,2022-09-28,AS009500,Softnet Information (Pvt) Ltd,Item,"S/N : G20003003312
",Taxable Sales,1,0,,AD,,,5FE1-1664356904
Invoice,2022-09-28,AS009500,Softnet Information (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AD,,,5FE1-1664356904
Invoice,2022-09-28,AS009500,Softnet Information (Pvt) Ltd,Item,Warranty 2 Years on BDCOM Unit,Taxable Sales,1,0,,AD,,,5FE1-1664356904
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Draytek:Vigor 3910,Draytek Vigor 3910 Security Appliance..Quad Wan,Non,1,320000.00,Draytek,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,"S/N  207004211600	
",Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,Warranty 2 Years on DrayTek Unit,Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,BDCOM:S1510-8P,BDCOM 8 Port POE Switch,Non,3,138000.00,BDCOM,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,"S/N 0E20013000239
        0E20013000240
        0E20013000237	
",Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,Warranty 1 Year on BDCOM Switch,Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-03,AS009501,E-Net Integrated Solutions (Pvt) Ltd,Discount,Discount,Non,1,-10000.00,,A,PO/22/10/01,,6030-1664770057
Invoice,2022-10-07,AS009502,Sachintha jayathilake,Item,Item,Taxable Sales,1,0,,A,,,6097-1665119369
Invoice,2022-10-07,AS009502,Sachintha jayathilake,Synology:DS220+,Synology NAS DS220+ 2 Bay NAS,Non,1,156000.00,Synology,A,,,6097-1665119369
Invoice,2022-10-07,AS009502,Sachintha jayathilake,Item,S/N : 21B0RLRQDDRD2,Taxable Sales,1,0,,A,,,6097-1665119369
Invoice,2022-10-07,AS009502,Sachintha jayathilake,Item,Item,Taxable Sales,1,0,,A,,,6097-1665119369
Invoice,2022-10-07,AS009502,Sachintha jayathilake,HDD:4TB NAS Toshiba,4TB Toshiba NAS HDD,Non,2,114000.00,HDD,A,,,6097-1665119369
Invoice,2022-10-07,AS009502,Sachintha jayathilake,Item,"S/N : X1C0A090FZ1G	
          X1C0A0TAFZ1G	

",Taxable Sales,1,0,,A,,,6097-1665119369
Invoice,2022-10-07,AS009502,Sachintha jayathilake,Item,Warranty 2 Years on NAS unit and 3 Years on Hard Drives,Taxable Sales,1,0,,A,,,6097-1665119369
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Synology:DS218,Synology NAS DS218 2bay NAS,Non,1,126848.00,Synology,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Item,S/N : 2060QEN024002,Taxable Sales,1,0,,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Toshiba 8TB NAS,Toshiba 8TB SATA NAS Hard Drive,Non,2,178350.00,,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Item,"S/N : 3280A02NFR0H	
          4240A0SKFR0H	
",Taxable Sales,1,0,,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,,,60A7-1665132285
Invoice,2022-10-07,AS009503,Techtron Integrated Solutions (Pvt) Ltd,Item,Warranty 2 Years on NAS unit and 3 Years on Hard Drives,Taxable Sales,1,0,,AS,,,60A7-1665132285
Invoice,2022-10-10,AS009504,Archnix (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,51,,60B1-1665133164
Invoice,2022-10-10,AS009504,Archnix (Pvt) Ltd,Synology:DS220+,Synology NAS DS220+ 2 Bay NAS,Non,1,147000.00,Synology,A,51,,60B1-1665133164
Invoice,2022-10-10,AS009504,Archnix (Pvt) Ltd,Item,"S/N : 21B0RLRE9TY9Z	
",Taxable Sales,1,0,,A,51,,60B1-1665133164
Invoice,2022-10-10,AS009504,Archnix (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,A,51,,60B1-1665133164
Invoice,2022-10-10,AS009504,Archnix (Pvt) Ltd,Item,Warranty 2 Years on NAS unit,Taxable Sales,1,0,,A,51,,60B1-1665133164
Invoice,2022-10-10,AS009504,Archnix (Pvt) Ltd,Item,From 19th October 2022 TO 18th October 2024,Taxable Sales,1,0,,A,51,,60B1-1665133164
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,MA,Extended Maintenance  Agreement,Non,1,156600.00,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,Unit - Synology NAS DS918+  4GB RAM,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,S/N 1840PDN944603,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,Hard Drives - 2TB NAS Hard Drive,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,"S/N : Z524ZY9H , Z524ZQ4S, Z524ZQ1N, Z524ZYPW",Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,NAS Unit and Hard Drive New Warranty Period,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009506,Sri Lanka Institute Of Marketing,Item,1st October 2022 To 30th September 2023,Taxable Sales,1,0,,A,,,60D1-1665393543
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,MA,Maintenance  Agreement,Non,1,117900.00,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,Unit - Synology NAS DS918+  4GB RAM,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,S/N :1920PDN075000,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,2 TB Seagate NAS Hard Drive,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,"S/N : Z528EJQB ,  Z528CSNH , Z528CT0G , Z528EJAK	",Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,Item,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,NAS Unit and Hard Drive New Warranty Period,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009507,Sri Lanka Institute Of Marketing,Item,1st October 2022 To 30th September 2023,Taxable Sales,1,0,,A,,,60DE-1665393731
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Acer Laptop :,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Services,Laptop Service,Non,1,4550.00,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,RAM,RAM Upgrade (4GB DDR4),Non,1,11062.00,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Windows PC :,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Services,PC Service,Non,1,4550.00,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,RAM,RAM Upgrade (2GB DDR3 1333Mhz),Non,1,5625.00,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,HDD:1 TB Standard,1 TB Seagate Barracuda Hard Drive,Non,1,20875.00,HDD,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,S/N : ZN1RSKZW - fail on 11/2/2023,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,New HDD Issue - ZN1N0DD9 on 11/2/2023,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Warranty 2 Years on Hard Drive,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Support Ticket Number - #002873,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,Item,Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-10,AS009505,Mr.Mueen,Item,"Active Solutions  Bank Details
Company Name     : Active Solutions
Bank Name             : Commercial Bank of Ceylon 
                                     PLC
Bank Code               :7056
Account Number     : 1100022599
Branch Name          : Wellawatte (Galle Road)
Bank Branch Code : 010",Taxable Sales,1,0,,AS,,,6131-1665484139
Invoice,2022-10-11,AS009508,Rapidventure (Pvt) Ltd,Item,Item,Taxable Sales,1,0,,AS,PO00558,,60F4-1665467307
Invoice,2022-10-11,AS009508,Rapidventure (Pvt) Ltd,Draytek:Vigor 2915,Draytek Vigor 2915 Security Appliance,Non,1,39400.00,Draytek,AS,PO00558,,60F4-1665467307
Invoice,2022-10-11,AS009508,Rapidventure (Pvt) Ltd,Item,"S/N :213004353762
",Taxable Sales,1,0,,AS,PO00558,,60F4-1665467307
Invoice,2022-10-11,AS009508,Rapidventure (Pvt) Ltd,Item,Warranty 2 Yeras on DrayTek Unit,Taxable Sales,1,0,,AS,PO00558,,60F4-1665467307
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Synology:DS218,Synology NAS DS218 2bay NAS,Non,1,128000.00,Synology,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,S/N : 21A0QEN267500,Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,HDD:4TB NAS Toshiba,4TB Toshiba NAS HDD,Non,2,112400.00,HDD,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,"S/N : 32D0A03SFZ1G	
          32F0A02UFZ1G	
",Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Synology:DS218,Synology NAS DS218 2bay NAS,Non,1,128000.00,Synology,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,"S/N : 21A0QEN175700	
",Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,Item,Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,HDD:4TB NAS Toshiba,4TB Toshiba NAS HDD,Non,2,112400.00,HDD,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,"S/N : 32D0A045FZ1G	
         32F0A027FZ1G	
",Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-12,AS009509,THE COMPUTER CENTER (PVT) LTD,Item,Warranty 2 Years on NAS unit and 3 Years on Hard Drives,Taxable Sales,1,0,,AS,20221011-13,,6173-1665574072
Invoice,2022-10-14,AS009510,Information Technologies & Enterprise Sol,Item,Item,Taxable Sales,1,0,,A,PO0010601,,61D8-1665660706
Invoice,2022-10-14,AS009510,Information Technologies & Enterprise Sol,Synology:RS3621RPxs,Synology Rack Station RS3621RPxs (12Bay/4LAN/Redundant Power),Non,1,1555000.00,Synology,A,PO0010601,,61D8-1665660706
